funding_total_usd,funding_rounds,years_since_founded,years_since_last_funding,domain_clean,status_failed
14000000.0,3,17.0,11,SaaS,0
3500000.0,1,13.0,11,consumer internet|marketplaces,0
4398304.0,3,15.0,11,HealthTech,0
15000000.0,2,19.0,17,games,0
36500000.0,5,20.0,16,SaaS,1
55000.0,1,13.0,12,analytics|big data|social media,0
78500.0,2,15.0,13,creative|creative industries|digital media,0
2000000.0,1,14.0,12,consumer goods|marketplaces,0
650000.0,1,14.0,14,e-commerce,1
38600000.0,6,14.0,11,FinTech,0
3999992.0,1,23.0,17,photography,0
540000.0,1,28.0,25,SaaS,0
26000000.0,4,20.0,17,advertising|news,0
1000000.0,2,11.0,11,networking|social commerce,0
20000.0,1,16.0,16,advertising,1
60000000.0,1,11.0,11,development platforms,0
94339.0,2,14.0,12,MarTech,0
1016395.0,1,15.0,15,distribution|games|publishing,0
3200000.0,2,14.0,11,analytics|big data,0
50000.0,2,12.0,11,FinTech,0
182000.0,1,16.0,15,coffee|hospitality|tea,0
10000.0,1,13.0,13,SaaS,0
2300000.0,1,13.0,13,HealthTech,0
2000000.0,1,16.0,16,art|crowdsourcing|design|e-commerce|internet|online rental|real estate|social commerce|social media,0
1002743.0,1,23.0,16,HealthTech,0
50000.0,1,12.0,12,marketplaces,0
4539315.0,2,17.0,13,HealthTech,0
23600000.0,5,19.0,12,SaaS,0
1000000.0,2,35.0,16,security,0
6889180.0,1,12.0,12,HealthTech,0
2000000.0,1,18.0,12,FinTech,0
10250000.0,3,15.0,12,SaaS,0
2500003.0,1,38.0,17,FinTech,0
3542005.0,5,15.0,11,FinTech,0
8200000.0,1,26.0,21,SaaS,0
5650000.0,2,14.0,12,e-commerce|fraud detection,0
35000000.0,2,17.0,12,cyber security|mobile security|reputation,0
1600000.0,2,15.0,11,information services,0
3157940.0,2,13.0,12,SaaS,0
10000000.0,1,19.0,13,SaaS,0
2527500.0,4,19.0,12,AI,0
2000000.0,1,12.0,12,consulting,0
3516137.0,4,16.0,12,e-commerce,0
25329104.0,10,37.0,11,communications infrastructure,0
9000000.0,1,32.0,23,HealthTech,0
15000000.0,1,27.0,14,e-commerce|jewelry,0
3000.0,1,14.0,14,SaaS,0
3650000.0,2,13.0,11,sensors|wearables,0
10000000.0,1,12.0,11,audio,0
595672.0,1,21.0,19,games,0
1930000.0,4,13.0,12,SaaS,0
2000000.0,1,16.0,11,AI,0
2000000.0,1,13.0,12,analytics|business intelligence,0
3130000.0,2,16.0,13,HealthTech,0
500000.0,1,17.0,17,chat|messaging,0
550000.0,1,13.0,12,SaaS,0
2000000.0,1,19.0,19,SaaS,0
84438187.0,5,20.0,11,clean technology,0
650000.0,1,16.0,16,EdTech,0
2000000.0,1,11.0,11,SaaS,0
2000000.0,1,15.0,15,AI,0
28300000.0,3,15.0,11,SaaS,0
28400000.0,4,24.0,20,SaaS,0
33620000.0,1,25.0,13,HealthTech,0
6400000.0,2,23.0,18,SaaS,1
2000000.0,1,12.0,12,AI,0
34300000.0,4,17.0,12,SaaS,0
23700000.0,3,27.0,17,SaaS,0
6000000.0,1,27.0,21,SaaS,0
8700000.0,1,59.0,13,nonprofits,0
28160000.0,3,18.0,12,clean technology,0
2000000.0,1,12.0,12,fashion,0
2000000.0,1,11.0,11,application platforms|apps|crowdfunding,1
3600000.0,2,13.0,11,apps,0
2350000.0,2,15.0,13,e-commerce,1
1250000.0,2,17.0,14,automotive,0
2000000.0,1,23.0,13,SaaS,0
4000000.0,2,15.0,13,SaaS,0
33076264.0,3,22.0,17,SaaS,0
212697.0,1,17.0,14,analytics,0
1265000.0,2,17.0,16,games,0
5085000.0,4,15.0,12,SaaS,0
400000.0,1,15.0,15,EdTech,0
2000000.0,1,12.0,12,aerospace|transportation,0
23950000.0,3,18.0,12,SaaS,0
2000000.0,1,15.0,15,hospitality,0
21100000.0,2,27.0,21,SaaS,0
22860000.0,1,31.0,23,FinTech,0
25000000.0,1,20.0,11,advertising,0
142500.0,1,47.0,17,SaaS,0
20000000.0,1,43.0,20,infrastructure|semiconductors|wireless,0
900000.0,2,16.0,15,mobile,0
10.0,1,12.0,11,media|music|news,0
10000.0,1,19.0,12,HealthTech,0
112000000.0,1,16.0,11,media,0
4750000.0,1,25.0,18,design|networking|telecommunications,0
40000.0,1,16.0,16,AI,1
2000000.0,1,14.0,13,creative industries|internet|maps,0
43043483.0,1,43.0,15,SaaS,0
2000000.0,1,12.0,11,maps|transportation|travel,0
1700000.0,1,12.0,12,environmental innovation|logistics|recycling|waste management,0
2000000.0,1,12.0,11,E-Commerce,0
21000000.0,3,11.0,11,delivery,0
3170000.0,4,14.0,13,travel,0
2000000.0,1,23.0,11,manufacturing,0
20000.0,1,12.0,11,apps|social media|travel,0
11339998.0,2,13.0,11,big data analytics|business intelligence|life sciences|machine learning|startups,0
1000000.0,2,14.0,12,consumers|games,0
41500000.0,2,21.0,14,mobile,0
1900000.0,1,28.0,25,SaaS,1
2000000.0,1,12.0,12,HealthTech,0
2850000.0,3,13.0,12,android|apps|e-commerce|ios|iphone|mobile|startups|telecommunications|tourism|travel|travel & tourism|voip,0
2052289.01517842,3,15.0,11,crowdsourcing|mobile,0
3500000.0,1,15.0,15,SaaS,1
4139999.0,1,17.0,12,AI,0
50000.0,1,13.0,13,HealthTech,0
120000.0,1,35.0,12,HealthTech,0
1445000.0,2,21.0,15,biotechnology,0
2500000.0,2,15.0,12,AI,0
80000000.0,1,38.0,13,nonprofits,0
740000.0,2,15.0,13,SaaS,0
21700000.0,3,13.0,11,SaaS,0
1150000.0,1,11.0,11,e-commerce|home & garden|marketplaces|services,0
2000000.0,1,12.0,12,video,0
7235000.0,2,21.0,15,EdTech,0
246000.0,2,13.0,11,kids,0
2000000.0,1,13.0,13,FinTech,0
95622.0,2,11.0,11,gps|public safety|security|wearables,0
3670000.0,3,14.0,11,SaaS,0
600000.0,2,23.0,20,SaaS,1
125000.0,1,16.0,14,curated web|stock exchanges|trading,0
10000000.0,1,18.0,11,EdTech,0
15700000.0,2,30.0,11,mobile,0
2000000.0,1,17.0,11,games,0
2000000.0,1,16.0,16,comics|games|mobile|publishing|startups|textbooks,0
250000.0,1,15.0,14,SaaS,0
250000.0,1,12.0,12,AI,0
415000.0,2,17.0,15,SaaS,1
25224241.0,4,19.0,13,SaaS,0
12000000.0,2,20.0,18,games,1
600000.0,1,22.0,15,engineering firms|professional services|robotics,0
2000000.0,1,14.0,13,games,0
2000000.0,1,17.0,17,AI,0
2000000.0,1,19.0,12,EdTech,0
19400000.0,2,12.0,11,big data|databases|information technology,0
450000.0,1,27.0,13,e-commerce,0
12750000.0,1,27.0,22,biotechnology,0
2000000.0,1,19.0,12,consulting|local businesses,0
975000.0,2,15.0,13,social media,1
1375000.0,4,13.0,13,MarTech,0
29833.0,1,16.0,16,AI,0
5000000.0,3,16.0,14,HealthTech,0
2000000.0,1,21.0,16,games,0
1390000.0,5,13.0,11,algorithms|apps|fitness|music|sensors|sports|technology,0
1400000.0,1,16.0,14,FinTech,0
60385.0,2,14.0,13,EdTech,0
10243467.0,2,18.0,11,advertising platforms|content|video,0
100793.0,2,15.0,14,MarTech,0
540000.0,2,13.0,12,advertising,0
800000.0,2,15.0,12,FinTech,0
150000.0,1,17.0,13,furniture|manufacturing,0
2000000.0,1,12.0,11,internet,0
350000.0,1,14.0,11,food processing|hospitality|specialty foods,0
76600000.0,5,18.0,14,SaaS,0
225081113.04000014,4,19.0,11,SaaS,0
2000000.0,1,20.0,11,aerospace,0
25000.0,1,14.0,14,SaaS,0
67414.0,1,13.0,13,SaaS,0
15000.0,1,13.0,13,MarTech,0
40000.0,1,17.0,16,legal,0
91911267.0,1,36.0,17,SaaS,0
65084.0,1,15.0,15,games,0
7100000.0,1,21.0,19,messaging,0
2000000.0,2,14.0,12,FinTech,0
50000.0,1,13.0,13,MarTech,0
1500000.0,1,19.0,16,news,0
80000.0,1,21.0,16,SaaS,0
41250.0,1,12.0,11,crowdfunding|crowdsourcing|startups,0
500000.0,1,12.0,12,analytics|big data|cloud data services|data visualization,0
2000000.0,1,16.0,13,clean technology|home automation|m2m|security,0
2000000.0,2,17.0,15,FinTech,0
5500000.0,2,18.0,13,SaaS,0
46150818.0,4,18.0,13,legal,0
8500000.0,2,14.0,12,e-commerce|hotels|online travel|travel,0
6300000.0,2,19.0,18,SaaS,1
1521084.0,3,16.0,14,facebook applications|games|social games,0
8175000.0,4,13.0,11,SaaS,0
547829.135744755,1,12.0,11,MarTech,0
3300000.0,4,20.0,14,EdTech,0
75116.2423850909,1,12.0,11,AI,0
2000000.0,1,18.0,18,sports,1
2000000.0,1,16.0,15,manufacturing,0
915000.0,3,13.0,12,audio|consumer electronics|music|music services,0
500000.0,1,13.0,12,EdTech,0
39875000.0,3,17.0,15,browser extensions|facebook applications|social media,0
2037750.0,1,19.0,16,news,1
2000000.0,1,12.0,12,EdTech,0
2000000.0,1,15.0,14,career management|enterprises|personal branding,0
1500000.0,2,14.0,12,fashion,0
10000.0,1,17.0,17,games|iphone|music,0
100000.0,1,12.0,12,HealthTech,0
6700000.0,1,32.0,21,mobile,0
35000000.0,2,31.0,12,biotechnology,0
256000.0,1,25.0,15,biotechnology,0
350000.0,1,16.0,14,HealthTech,0
55000.0,1,13.0,13,EdTech,0
60000.0,1,17.0,17,SaaS,1
172725336.0,12,21.0,11,facebook applications|games|messaging|mobile|online gaming|online video advertising|web tools,0
2800000.0,2,26.0,17,SaaS,0
1000000.0,1,12.0,12,advertising|advertising platforms|analytics|automotive,0
720480.0,1,22.0,21,hospitality|online reservations,1
12900000.0,2,13.0,12,biotechnology,0
3413540.0,2,18.0,13,biotechnology,0
75000.0,1,15.0,12,SaaS,0
415013.0,1,23.0,12,civil engineers|consulting|engineering firms|innovation engineering,0
2000000.0,1,13.0,13,media|news,0
1000000.0,2,17.0,15,biotechnology,0
2500000.0,1,13.0,12,real estate,0
3100000.0,2,13.0,11,SaaS,0
109496656.0,4,17.0,13,biotechnology,0
13550000.0,6,15.0,11,AI,0
5000000.0,1,14.0,11,startups|venture capital,0
2000000.0,1,12.0,11,games|startups|technology,0
8000000.0,1,16.0,13,advertising|advertising platforms|b2b|e-commerce,0
153100000.0,8,24.0,12,AI,0
5000000.0,1,15.0,13,SaaS,0
4500000.0,2,16.0,12,AI,0
16500000.0,2,17.0,12,SaaS,0
5700000.0,2,18.0,14,nanotechnology|solar,0
520000.0,1,13.0,12,manufacturing,0
151000.0,1,14.0,11,restaurants,0
40000.0,1,14.0,14,SaaS,0
1350000.0,2,16.0,13,SaaS,0
446534.0,1,18.0,12,AI,0
435000.0,2,14.0,13,SaaS,0
300000.0,1,19.0,19,SaaS,0
1000000.0,1,16.0,16,mobile|networking,0
2000000.0,1,13.0,15,hospitality,0
336055.0,1,36.0,12,design|mobility|technology,0
2000000.0,1,12.0,12,manufacturing,0
2000000.0,1,12.0,12,AI,0
40000.0,1,11.0,11,moneymaking|online travel|travel,0
475000.0,2,16.0,12,HealthTech,0
670000.0,1,12.0,11,information technology,0
100000.0,1,12.0,12,contact management|private social networking|public relations|reviews and recommendations,0
2000000.0,1,13.0,11,apps|internet|mobile,0
150000.0,2,15.0,14,FinTech,0
7500000.0,3,21.0,18,SaaS,0
3100000.0,2,15.0,11,AI,0
1400000.0,1,15.0,14,advertising,0
2000000.0,1,39.0,13,real estate,0
49659037.0,4,33.0,12,biotechnology,0
14000000.0,1,25.0,20,SaaS,0
2732790.0,4,16.0,12,maps|search|travel,0
6000000.0,3,19.0,12,internet|local|mobile|social media|startups,0
12114796.0,6,15.0,12,SaaS,0
2000000.0,1,22.0,12,advertising,0
225081113.04000014,5,15.0,11,FinTech,0
3000000.0,1,12.0,11,e-commerce,0
505000.0,1,11.0,11,SaaS,0
3500000.0,1,23.0,19,security,0
2000000.0,1,13.0,13,crm|mobile|mobile enterprise|sales automation,0
2000000.0,1,12.0,11,E-Commerce,0
2500000.0,1,20.0,19,AI,0
2000000.0,1,18.0,11,MarTech,0
600000.0,1,13.0,12,SaaS,0
2000000.0,1,15.0,15,fashion,0
250000.0,1,18.0,13,mobile|news|social commerce|social media,0
999100.0,2,13.0,11,analytics|lead management|real estate,0
100000.0,2,13.0,12,social travel|travel|travel & tourism,0
1100000.0,1,12.0,11,hospitality|internet|search,0
166396.0,1,14.0,12,peer-to-peer|travel,0
43800000.0,3,16.0,13,hospitality|hotels|travel,0
2000000.0,1,13.0,12,SaaS,0
25000.0,1,17.0,12,E-Commerce,0
643300.0,1,14.0,13,advertising,0
2000000.0,1,16.0,11,information technology,0
1100000.0,2,15.0,13,photography,0
7000000.0,2,15.0,12,all markets|e-commerce|hotels|marketplaces|travel,0
2660000.0,2,12.0,11,apps|ios|location based services|marketplaces|mobile|online rental|real estate,0
150000.0,1,16.0,16,games|photo sharing,1
3000000.0,2,14.0,11,EdTech,0
30000.0,1,14.0,14,travel,1
500000.0,1,14.0,13,advertising|b2b|hotels|travel|vacation rentals,0
1340440.0,1,12.0,12,E-Commerce,0
2000000.0,1,13.0,12,MarTech,0
2300000.0,3,18.0,14,hotels|online rental|peer-to-peer|travel,0
5000.0,1,23.0,23,online rental|real estate|social media,0
1500000.0,1,12.0,11,hotels|online reservations|travel,0
300000.0,1,18.0,16,SaaS,0
30676.0,1,14.0,13,interior design|lifestyle|startups,0
13500000.0,2,19.0,18,local based services|real estate|storage,0
212000.0,1,12.0,11,storage,0
2400000.0,1,23.0,12,AI,0
350000.0,2,14.0,12,biotechnology,0
800000.0,1,11.0,11,apps|property management|real estate,0
5893063.0,4,18.0,15,crowdsourcing|mobile|wireless,0
35000.0,2,17.0,17,AI,0
1000000.0,2,15.0,13,SaaS,0
320000.0,1,14.0,14,mobile,0
2000000.0,1,20.0,20,HealthTech,0
50000.0,1,15.0,13,SaaS,0
2965000.0,3,14.0,11,AI,0
8534999.0,5,18.0,12,SaaS,0
2000000.0,1,13.0,12,media|news,0
3400000.0,1,12.0,11,fashion,0
2000000.0,1,14.0,15,E-Commerce,0
1397531.0,3,16.0,14,SaaS,1
3611685.0,2,19.0,14,clean technology,1
21000000.0,3,14.0,11,e-commerce|fashion,0
538961.0,1,12.0,11,advertising|digital media|media,0
2400000.0,3,16.0,12,SaaS,0
2000000.0,1,18.0,16,AI,1
350000.0,1,13.0,12,AI,0
50000.0,1,12.0,12,technology,0
10000.0,1,13.0,13,AI,0
2000000.0,1,13.0,12,media|news,0
700000.0,1,15.0,15,e-commerce|fashion,0
1040000.0,1,30.0,18,clean technology,0
4782028.0,3,19.0,13,SaaS,0
30000.0,1,12.0,12,clean technology,0
225081113.04000014,1,15.0,13,mobile,0
1000000.0,1,18.0,12,HealthTech,0
12032658.1910449,15,25.0,12,SaaS,0
50000.0,1,13.0,13,HealthTech,0
26720000.0,4,128.0,11,EdTech,0
386000.0,2,15.0,14,collaboration|collaborative consumption|consumers,0
249803.25131739,2,17.0,12,AI,0
2000000.0,4,14.0,11,3d|e-commerce|internet|video,0
46580744.0,4,17.0,12,SaaS,0
150000.0,1,12.0,12,FinTech,0
1303738.0,2,22.0,14,biotechnology,0
50000.0,1,13.0,13,games|sports,0
2000000.0,1,14.0,12,content creators|developer tools|music|video|video editing,0
1010000.0,1,28.0,26,games,0
182000.0,2,12.0,12,beauty|cosmetics|e-commerce|video on demand,0
5000.0,1,13.0,12,media|news|video,0
47323.0,1,13.0,13,games,0
1000000.0,1,15.0,11,human resources|recruiting,0
2000000.0,1,15.0,14,public relations,0
10000000.0,1,26.0,26,SaaS,0
2000000.0,1,17.0,13,SaaS,1
5576224.0,6,17.0,11,SaaS,0
40000.0,1,14.0,14,MarTech,0
17000000.0,5,17.0,11,AI,0
500000.0,1,18.0,15,SaaS,0
7601029.0,1,18.0,11,advertising,0
343500.0,2,13.0,12,fashion|lifestyle|mobile,0
225081113.04000014,1,14.0,13,real estate,0
100000.0,1,15.0,12,advertising,0
2000000.0,1,17.0,16,SaaS,0
8300000.0,4,15.0,11,SaaS,0
2000000.0,1,13.0,12,curated web|travel,0
120000.0,2,15.0,13,file sharing|internet|mobile|networking|wireless,1
30500000.0,1,27.0,25,computers|networking,0
25000.0,1,14.0,12,SaaS,0
20000.0,1,12.0,12,FinTech,0
2000000.0,1,12.0,11,online travel|travel|travel & tourism,0
5835015.0,5,21.0,14,cooking|curated web|recipes|video,0
1000000.0,4,12.0,11,AI,0
300000.0,1,17.0,16,SaaS,0
50900000.0,6,15.0,11,marketplaces|peer-to-peer|pets|startups,0
1575000.0,6,17.0,11,advertising|colleges|coupons|discounts|loyalty programs|mobile|universities,0
15500000.0,2,25.0,21,web hosting,0
76075497.0,2,23.0,12,games|mobile games,0
15750759.0,2,15.0,11,manufacturing,0
8390222.0,5,15.0,12,games,0
103000000.0,3,22.0,14,web hosting,1
1750000.0,1,103.0,11,EdTech,0
2000000.0,1,14.0,12,farming,0
610000.0,1,14.0,11,HealthTech,0
10000000.0,2,22.0,14,HealthTech,0
2590899.0,6,14.0,12,FinTech,0
42700000.0,1,27.0,19,biotechnology,1
1275000.0,1,34.0,14,SaaS,0
68856.0,2,13.0,12,HealthTech,0
250000.0,1,14.0,12,hospitality,0
2000000.0,1,15.0,15,oil & gas,0
250000.0,1,14.0,14,SaaS,0
250000.0,1,16.0,16,leisure|outdoors|recreation,0
2714506.0,2,12.0,12,AI,0
2000000.0,1,13.0,12,e-commerce|travel & tourism,0
658585.0,1,16.0,14,games|mobile games|social games,0
11500000.0,4,21.0,18,games,1
172000000.0,1,13.0,11,electronics|manufacturing|mobile devices,0
854551.299528369,1,16.0,12,SaaS,1
32500000.0,4,21.0,16,SaaS,1
5000.0,1,14.0,13,real estate,0
2000000.0,1,15.0,13,biotechnology,0
44000000.0,3,21.0,16,SaaS,1
5829035.0,3,26.0,12,SaaS,0
2000000.0,2,18.0,17,FinTech,0
7000000.0,1,16.0,15,biotechnology,0
37400000.0,2,45.0,12,SaaS,0
32000000.0,1,23.0,11,SaaS,0
30649.0,1,25.0,16,biotechnology,0
352957.0,1,15.0,16,HealthTech,0
2300000.0,2,26.0,16,SaaS,0
9453766.0,1,26.0,18,security|video|wireless,0
250000.0,1,13.0,12,information services|legal,0
2000000.0,1,20.0,20,real estate,0
2000000.0,1,12.0,12,advertising|digital media|real time,0
120000.0,2,14.0,13,SaaS,0
100000.0,2,13.0,12,HealthTech,0
3750000.0,2,15.0,11,SaaS,0
25000.0,1,14.0,14,HealthTech,0
5500000.0,2,26.0,11,biotechnology,0
85000000.0,3,18.0,11,technology,0
11000000.0,4,19.0,11,SaaS,0
22546303.0,1,19.0,13,news,0
1300000.0,1,13.0,12,HealthTech,0
60000000.0,7,19.0,16,SaaS,0
10000000.0,1,28.0,19,HealthTech,0
2000000.0,1,11.0,11,human resources,0
8500000.0,2,13.0,11,AI,0
51000000.0,2,12.0,11,SaaS,0
38800000.0,1,23.0,11,public relations,0
19000000.0,3,15.0,11,fashion,0
75000.0,1,13.0,13,mobility|public transportation|subscription businesses,0
2000000.0,1,18.0,18,HealthTech,0
2000000.0,1,16.0,15,e-commerce,0
500000.0,1,15.0,12,AI,0
5240000.0,3,12.0,11,fantasy sports|games,0
3500000.0,1,16.0,15,EdTech,0
70946214.0,5,22.0,14,communications hardware|mobile|wireless,0
2000000.0,1,20.0,18,FinTech,1
6000.0,1,12.0,12,hospitality,0
2000000.0,1,25.0,12,FinTech,0
22000000.0,1,18.0,14,fashion,0
2720070.0,2,19.0,16,news,0
55000000.0,2,35.0,13,consulting,0
1600000.0,1,14.0,13,hospitality,0
700000.0,3,21.0,12,social media,0
10000.0,1,17.0,12,media|news|video,0
2000000.0,1,20.0,19,biotechnology,0
382206.0,1,15.0,13,EdTech,0
500000.0,1,17.0,15,SaaS,0
2000000.0,1,13.0,12,SaaS,0
45500000.0,4,15.0,11,games,0
110000.0,1,14.0,13,chat|communities|messaging,0
500000.0,1,15.0,14,e-commerce|marketplaces|mobile|social media,0
800000.0,1,15.0,16,algorithms|big data|consumers|curated web|e-commerce|mobile|predictive analytics|reviews and recommendations|tracking,0
656000.0,2,12.0,11,home decor|lifestyle products|services|technology|wearables,0
800000.0,1,13.0,13,real estate,0
2580000.0,2,13.0,11,chat|identity|messaging,0
1500000.0,1,16.0,13,advertising|auctions,0
100000.0,1,12.0,12,HealthTech,0
2000000.0,1,14.0,13,services,0
401000.0,1,18.0,16,curated web,1
10200000.0,2,17.0,14,advertising,0
5750000.0,1,18.0,12,food processing,0
130295.0,1,18.0,18,curated web|events|sports,1
10000000.0,1,29.0,18,mobile|telecommunications|wireless,0
2000000.0,1,15.0,15,content|curated web|real time|social media,1
200000.0,1,13.0,13,SaaS,0
300000.0,1,15.0,14,android|mobile|video,0
7000000.0,2,18.0,16,games,0
2000000.0,1,17.0,17,E-Commerce,1
2200000.0,1,19.0,16,SaaS,0
2000000.0,2,14.0,13,SaaS,0
50000.0,1,13.0,13,SaaS,0
368511.0,1,12.0,12,MarTech,0
28433.0,1,13.0,12,HealthTech,0
395000.0,1,29.0,12,SaaS,0
1500000.0,2,14.0,13,SaaS,0
7100000.0,2,13.0,12,SaaS,0
214185.0,3,17.0,14,HealthTech,0
364214.0,5,14.0,12,AI,0
12000000.0,3,15.0,11,curated web,0
175000.0,1,14.0,13,AI,0
1000000.0,1,19.0,18,FinTech,0
2000000.0,1,19.0,26,FinTech,0
2000000.0,1,15.0,12,utilities,0
569.0,1,16.0,13,AI,0
2300000.0,3,13.0,11,real estate,0
400000.0,2,14.0,12,b2b|blogging platforms|business services|consulting|curated web|databases|entrepreneur|event management|guides|investment management|media|service providers|startups|venture capital,0
250000.0,1,14.0,14,advertising|coupons|games|incentives|promotional,1
2000000.0,1,12.0,12,apps|b2b express delivery|delivery|logistics|logistics company,0
7900000.0,3,14.0,12,SaaS,0
2706060.0,4,15.0,12,music,0
2000000.0,3,13.0,11,consumer goods|delivery|mobile commerce,0
126619.0,3,18.0,14,public transportation,0
1950000.0,1,260.0,11,EdTech,0
2000000.0,1,14.0,14,EdTech,0
4242704.0,1,45.0,12,e-commerce,0
600000.0,1,22.0,11,digital media,1
280000.0,2,18.0,16,MarTech,0
997917.0,2,16.0,15,clean technology,0
1000000.0,1,19.0,19,HealthTech,0
2530000.0,1,24.0,20,SaaS,0
6067500.0,5,31.0,11,advertising|digital signage|media|news|technology,0
540000.0,1,13.0,13,AI,1
55000.0,1,16.0,11,manufacturing,0
500000.0,1,16.0,15,HealthTech,0
5944350.0,3,24.0,16,SaaS,0
2700000.0,1,18.0,11,HealthTech,0
530000.0,1,15.0,14,AI,0
699615.0,2,30.0,16,manufacturing,0
39258.0,1,12.0,11,fitness,0
4612000.0,2,15.0,14,HealthTech,0
500000.0,1,13.0,11,HealthTech,0
125000.0,1,16.0,15,HealthTech,0
4150000.0,2,18.0,12,biotechnology,0
1760000.0,4,13.0,11,HealthTech,0
2000000.0,1,12.0,12,E-Commerce,0
2750000.0,2,18.0,15,SaaS,0
10000.0,1,13.0,13,HealthTech,0
5745869.0,1,14.0,11,HealthTech,0
225081113.04000014,2,35.0,11,consulting,0
2000000.0,1,89.0,12,clean technology,0
1500000.0,1,12.0,11,SaaS,0
9120018.0,2,25.0,17,e-commerce,0
10000000.0,2,26.0,18,SaaS,1
7935325.0,4,32.0,14,biotechnology,0
2000000.0,1,12.0,12,collaboration,0
13000000.0,3,18.0,16,SaaS,0
2000000.0,1,13.0,13,SaaS,0
1000000.0,1,14.0,13,hospitality,0
4678000.0,4,17.0,14,facebook applications|gambling|game|games|social media,0
2000000.0,1,12.0,12,automotive,0
143500000.0,3,26.0,16,biotechnology,1
27000000.0,1,89.0,11,EdTech,0
41475.0,1,15.0,15,SaaS,0
2000000.0,1,11.0,11,AI,0
450000.0,1,13.0,11,HealthTech,0
375000.0,1,15.0,14,HealthTech,0
1875000.0,1,25.0,12,mining technologies|natural resources|renewable energies,1
270405.0,1,11.0,11,real estate,0
32640.0,2,13.0,12,blogging platforms|browser extensions|curated web|data security|e-commerce|file sharing|video streaming,0
8000000.0,1,14.0,11,advertising|mobile,0
14000000.0,2,23.0,20,semiconductors,0
1982609.0,3,20.0,12,biotechnology,1
35000000.0,1,29.0,11,analytics|big data|business intelligence|consulting,0
2000000.0,2,15.0,12,AI,0
121372.0,2,16.0,12,SaaS,0
635000.0,4,15.0,12,SaaS,0
2010000.0,2,21.0,15,SaaS,0
11150004.0,3,16.0,13,curated web,0
110000000.0,3,19.0,11,AI,0
2025000.0,1,13.0,11,HealthTech,0
626418.520199728,1,13.0,12,SaaS,0
1200000.0,2,13.0,12,consulting|human resources|predictive analytics|recruiting,0
133637.0,2,15.0,12,SaaS,0
16000000.0,1,13.0,25,communications hardware|manufacturing|telecommunications,1
380000.0,2,26.0,14,analytics,0
2112753.0,2,15.0,11,HealthTech,0
1307485.0,2,13.0,12,SaaS,0
2000000.0,1,15.0,14,mobile,0
225081113.04000014,1,66.0,12,SaaS,0
2000000.0,1,12.0,12,FinTech,0
27200000.0,3,24.0,19,SaaS,0
250000.0,1,15.0,13,SaaS,0
31000000.0,1,38.0,11,real estate,0
20323.0,1,13.0,13,curated web|e-commerce|transportation,0
62000000.0,4,23.0,16,HealthTech,0
2000000.0,3,17.0,12,SaaS,0
2000000.0,1,14.0,13,real estate,0
250000.0,1,17.0,15,consulting,0
25000.0,1,14.0,14,travel,0
3011374.0,2,17.0,11,clean technology,0
2000000.0,2,13.0,11,FinTech,0
1200000.0,1,12.0,11,moneymaking,0
4440900.0,6,16.0,14,mobile,0
700000.0,1,13.0,12,diagnostics|water|water purification,0
9100000.0,1,23.0,21,security,1
60000.0,1,14.0,12,curated web,0
629000.0,2,15.0,13,curated web,0
2000000.0,1,15.0,12,transportation,0
5000000.0,1,39.0,16,SaaS,0
250000.0,1,15.0,13,consulting,0
525000.0,1,18.0,17,SaaS,0
2000000.0,1,35.0,21,SaaS,0
4000000.0,1,12.0,11,network security,0
2000000.0,1,12.0,11,mobile security,0
25000.0,1,14.0,14,AI,0
2250000.0,1,12.0,11,apps|internet|real time|security,0
491280.0,2,15.0,15,SaaS,0
9500000.0,2,28.0,21,SaaS,0
40000.0,1,13.0,12,HealthTech,0
5000.0,1,11.0,11,SaaS,0
968000.0,3,13.0,11,FinTech,0
30000.0,1,13.0,13,cyber security|internet of things|mobile|security,0
2000000.0,1,22.0,22,security,0
131000.0,2,12.0,11,apps,0
16400000.0,3,23.0,18,SaaS,0
138899314.0,1,43.0,16,security,0
2370008.0,1,15.0,12,HealthTech,0
449000.0,3,16.0,11,biotechnology,0
2000000.0,1,12.0,11,HealthTech,0
74743.0,4,17.0,15,mobile,0
9000000.0,2,15.0,13,HealthTech,0
40000.0,1,12.0,12,delivery|internet|storage,0
2000000.0,1,13.0,13,defense,0
2379999.0,2,31.0,16,clean technology,0
2500000.0,1,22.0,12,SaaS,0
245000.0,2,14.0,11,biotechnology|clean energy|energy|oil and gas,0
2000000.0,1,23.0,11,technology,0
38126.0,1,13.0,11,chemicals|construction|infrastructure|oil & gas|utilities|water,0
2000000.0,1,14.0,11,AI,0
571750.0,1,20.0,17,HealthTech,0
260000.0,1,27.0,17,AI,0
11200000.0,3,22.0,11,SaaS,0
14100661.0,3,20.0,13,FinTech,0
542274.0,1,19.0,17,security,0
8750000.0,2,17.0,16,SaaS,0
88632.0,2,14.0,13,SaaS,0
250000.0,1,26.0,14,e-commerce,0
2000000.0,3,20.0,15,games,0
11143.0,1,11.0,11,SaaS,1
7540888.0,2,27.0,12,SaaS,0
828000.0,1,19.0,16,news,0
4020000.0,2,21.0,15,biotechnology,0
30000000.0,1,30.0,24,internet|mobile|telecommunications,0
93000000.0,3,15.0,12,biotechnology,0
2000000.0,1,12.0,12,mobile|wireless,0
13201789.0,2,14.0,13,SaaS,0
